6043,"51.485886","-0.146584","2011-03-22 07:56:56"
6043,"51.485882","-0.146521","2011-03-22 07:56:57"
6043,"51.485882","-0.146465","2011-03-22 07:56:58"
6043,"51.485878","-0.14641","2011-03-22 07:56:59"
6043,"51.48587","-0.146353","2011-03-22 07:57:00"
6043,"51.485867","-0.146307","2011-03-22 07:57:01"
6043,"51.485863","-0.146264","2011-03-22 07:57:02"
6043,"51.485851","-0.146167","2011-03-22 07:57:04"
6043,"51.485844","-0.146106","2011-03-22 07:57:05"
6043,"51.48584","-0.146026","2011-03-22 07:57:06"
6043,"51.485832","-0.145939","2011-03-22 07:57:08"
6043,"51.485825","-0.145831","2011-03-22 07:57:08"
6043,"51.485821","-0.145716","2011-03-22 07:57:09"
6043,"51.485809","-0.145591","2011-03-22 07:57:10"
6043,"51.485802","-0.145474","2011-03-22 07:57:11"
6043,"51.485794","-0.145354","2011-03-22 07:57:12"
6043,"51.485786","-0.145237","2011-03-22 07:57:13"
6043,"51.485779","-0.14512","2011-03-22 07:57:14"
6043,"51.485767","-0.145","2011-03-22 07:57:15"
6043,"51.485756","-0.144883","2011-03-22 07:57:16"
6043,"51.485744","-0.144771","2011-03-22 07:57:17"
6043,"51.485729","-0.144661","2011-03-22 07:57:18"
6043,"51.485714","-0.144552","2011-03-22 07:57:19"
6043,"51.485699","-0.144444","2011-03-22 07:57:20"
6043,"51.485683","-0.144335","2011-03-22 07:57:21"
6043,"51.485668","-0.144226","2011-03-22 07:57:22"
6043,"51.485649","-0.144116","2011-03-22 07:57:23"
6043,"51.485626","-0.144006","2011-03-22 07:57:24"
6043,"51.485607","-0.143874","2011-03-22 07:57:25"
6043,"51.48558","-0.143717","2011-03-22 07:57:26"
6043,"51.485561","-0.143563","2011-03-22 07:57:28"
6043,"51.485542","-0.143413","2011-03-22 07:57:28"
6043,"51.485527","-0.143267","2011-03-22 07:57:29"
6043,"51.485508","-0.143132","2011-03-22 07:57:30"
6043,"51.485489","-0.142999","2011-03-22 07:57:31"
6043,"51.485466","-0.142867","2011-03-22 07:57:32"
6043,"51.485447","-0.142745","2011-03-22 07:57:33"
6043,"51.485428","-0.142622","2011-03-22 07:57:34"
6043,"51.485405","-0.142497","2011-03-22 07:57:35"
6043,"51.485386","-0.142372","2011-03-22 07:57:36"
6043,"51.485371","-0.142248","2011-03-22 07:57:37"
6043,"51.485352","-0.142124","2011-03-22 07:57:38"
6043,"51.485332","-0.141999","2011-03-22 07:57:39"
6043,"51.485313","-0.141878","2011-03-22 07:57:40"
6043,"51.485291","-0.141756","2011-03-22 07:57:41"
6043,"51.485268","-0.141633","2011-03-22 07:57:42"
6043,"51.485245","-0.141509","2011-03-22 07:57:43"
6043,"51.485218","-0.141381","2011-03-22 07:57:44"
6043,"51.485195","-0.141245","2011-03-22 07:57:45"
6043,"51.485168","-0.141111","2011-03-22 07:57:46"
6043,"51.485146","-0.140977","2011-03-22 07:57:49"
6043,"51.485126","-0.140843","2011-03-22 07:57:49"
6043,"51.485107","-0.140711","2011-03-22 07:57:49"
6043,"51.485092","-0.140577","2011-03-22 07:57:50"
6043,"51.485077","-0.140444","2011-03-22 07:57:51"
6043,"51.485065","-0.14031","2011-03-22 07:57:52"
6043,"51.485062","-0.140172","2011-03-22 07:57:53"
6043,"51.485054","-0.140033","2011-03-22 07:57:54"
6043,"51.485054","-0.139897","2011-03-22 07:57:55"
6043,"51.485058","-0.139763","2011-03-22 07:57:56"
6043,"51.485065","-0.139633","2011-03-22 07:57:57"
6043,"51.485073","-0.139508","2011-03-22 07:57:58"
